item_id,price,quantities,time_step,store_id,region_store_id,region_id,median_income,log_price,log_quantities
0,1.3354461119708463,6.170862069440649,16,0,r-0_s-0,0,5.87334288982764,0.28926540230139697,1.8198385476777978
0,1.7027920632411573,3.715123552200229,15,0,r-0_s-0,0,5.87334288982764,0.5322692939562745,1.312411935274903
0,1.6997779474103176,3.290962070964522,14,0,r-0_s-0,0,5.87334288982764,0.5304976233603422,1.1911799448156402
0,1.3358442048788937,5.702928035169305,13,0,r-0_s-0,0,5.87334288982764,0.2895634552000156,1.7409797333273471
0,1.517213361850015,4.264948871028194,12,0,r-0_s-0,0,5.87334288982764,0.41687533770788826,1.4504301928361918
0,1.434604803682147,4.585818586742315,11,0,r-0_s-0,0,5.87334288982764,0.36088941315164735,1.5229686255944659
0,1.5723667965878498,2.6846515732035785,10,0,r-0_s-0,0,5.87334288982764,0.4525819979522871,0.9875509516458622
0,1.5793894805116113,3.075870555046405,9,0,r-0_s-0,0,5.87334288982764,0.4570383676258408,1.1235879685233265
0,1.084296274766166,20.707145405253215,8,0,r-0_s-0,0,5.87334288982764,0.08093118187833502,3.0304788293670004
0,1.081591976878824,12.207530651608437,7,0,r-0_s-0,0,5.87334288982764,0.07843400845251934,2.5020530278338713
0,1.2945559988910649,4.190898350970321,6,0,r-0_s-0,0,5.87334288982764,0.25816777836308163,1.4329151145257542
0,1.72879935661088,1.886245372326867,5,0,r-0_s-0,0,5.87334288982764,0.5474271540510992,0.6345882777248071
0,1.4715647674273529,5.251506113960877,4,0,r-0_s-0,0,5.87334288982764,0.38632630228434983,1.6585149143113544
0,1.75420417857516,3.1302420479785082,3,0,r-0_s-0,0,5.87334288982764,0.5620152945726447,1.1411103331846526
0,1.4312004193806014,3.8369856288475974,2,0,r-0_s-0,0,5.87334288982764,0.35851354623958026,1.344687065844092
0,1.4447353768532738,6.09672664917003,1,0,r-0_s-0,0,5.87334288982764,0.3679261745886651,1.8077520122598087
0,1.7043463925149838,3.2696253937040236,0,0,r-0_s-0,0,5.87334288982764,0.5331816897405008,1.1846754198465372
0,1.3468383052484116,5.092530501084099,14,1,r-1_s-1,0,5.87334288982764,0.29775984957571294,1.6277748585135725
0,1.0656776932893466,9.369712881233294,13,1,r-1_s-1,0,5.87334288982764,0.06361092851528741,2.237482453436479
0,1.1978668042870395,5.243085631055655,12,1,r-1_s-1,0,5.87334288982764,0.1805423117817599,1.6569101859108954
0,1.1370788595755945,12.704699439055272,11,1,r-1_s-1,0,5.87334288982764,0.12846256994954766,2.5419719595899193
0,1.5536541374078425,4.111730950045504,10,1,r-1_s-1,0,5.87334288982764,0.440609664374064,1.413844095575795
0,1.461995362771922,3.406463468973508,9,1,r-1_s-1,0,5.87334288982764,0.3798021894839258,1.2256746472561355
0,1.5070795712784029,3.4291818060534407,8,1,r-1_s-1,0,5.87334288982764,0.41017371936416647,1.232321692213335
0,1.4310296666220328,6.853852129009518,7,1,r-1_s-1,0,5.87334288982764,0.358394231751478,1.9248108488119706
0,1.767011107699552,1.7978792781140966,6,1,r-1_s-1,0,5.87334288982764,0.5692894795088326,0.5866077914783171
0,1.2902847162833744,8.932719067857427,5,1,r-1_s-1,0,5.87334288982764,0.25486290431783576,2.189720835423816
0,1.5177079824225483,2.324229880590922,4,1,r-1_s-1,0,5.87334288982764,0.4172012905223466,0.843388750014728
0,1.625654025642263,4.096159985767911,3,1,r-1_s-1,0,5.87334288982764,0.4859102121277462,1.4100499459997917
0,1.674015949499473,1.9814061223477075,2,1,r-1_s-1,0,5.87334288982764,0.5152254997993576,0.683806755462036
0,1.3901627330916346,3.609554038320726,1,1,r-1_s-1,0,5.87334288982764,0.32942081445659854,1.28358422962249
0,1.2213848501809073,7.643717658217101,0,1,r-1_s-1,0,5.87334288982764,0.1999853380791668,2.0338840893035406
0,1.6859638092323916,2.434716869517096,27,2,r-2_s-2,0,5.87334288982764,0.5223373938880624,0.8898304744217282
0,1.7521440340102026,1.853781875054454,26,2,r-2_s-2,0,5.87334288982764,0.5608402003280828,0.617227809226802
0,1.3258127608142656,5.614727456162161,25,2,r-2_s-2,0,5.87334288982764,0.2820256757707376,1.7253930484838185
0,1.5795721181215097,2.435900579026321,24,2,r-2_s-2,0,5.87334288982764,0.45715399904736925,0.8903165358071831
0,1.3871695917812144,4.472454216146903,23,2,r-2_s-2,0,5.87334288982764,0.3272654062309387,1.4979372996008629
0,1.703987776481988,2.305808781385761,22,2,r-2_s-2,0,5.87334288982764,0.5329712549553315,0.8354314961995072
0,1.721857052987466,2.586312038494151,21,2,r-2_s-2,0,5.87334288982764,0.5434033903574348,0.950232937607854
0,1.72148271124947,3.534415525906619,20,2,r-2_s-2,0,5.87334288982764,0.5431859609051578,1.2625479464724543
0,2.0715157951057304,1.1584709432599363,19,2,r-2_s-2,0,5.87334288982764,0.7282806074667759,0.14710098322912776
0,1.5296030639087594,3.828101370121245,18,2,r-2_s-2,0,5.87334288982764,0.42500826639141903,1.3423689544629822
0,1.2895997415805125,11.648439400685149,17,2,r-2_s-2,0,5.87334288982764,0.254331892382887,2.455172214015932
0,1.5873336864304373,3.175337506810533,16,2,r-2_s-2,0,5.87334288982764,0.4620556818432631,1.1554139280527143
0,1.33099017334698,6.727489287486943,15,2,r-2_s-2,0,5.87334288982764,0.2859231564758635,1.906202011270862
0,1.669027720441988,4.5937719126934535,14,2,r-2_s-2,0,5.87334288982764,0.5122412535543451,1.5247014540777724
0,1.698292668778236,1.8083089372121375,13,2,r-2_s-2,0,5.87334288982764,0.5296234339190787,0.5923921197248132
0,1.952405898446862,1.3250657265819625,12,2,r-2_s-2,0,5.87334288982764,0.6690624061525272,0.2814620631754187
0,1.7177658210268651,2.061006761315563,11,2,r-2_s-2,0,5.87334288982764,0.5410245052064503,0.7231945825024376
0,1.215171528035232,7.610373597866443,10,2,r-2_s-2,0,5.87334288982764,0.1948852421658511,2.029512263686501
0,1.6160868419792624,2.4908691353817543,9,2,r-2_s-2,0,5.87334288982764,0.48000769750357697,0.9126316999268315
0,2.004281453988811,2.339573476050494,8,2,r-2_s-2,0,5.87334288982764,0.6952856194631891,0.8499686375633716
0,1.6508026041759711,3.323071016368065,7,2,r-2_s-2,0,5.87334288982764,0.5012615964186529,1.2008893603051158
0,1.2474927967267777,12.582147896556702,6,2,r-2_s-2,0,5.87334288982764,0.22113577445995447,2.5322789756930195
0,1.6114575520290724,2.0784884472671625,5,2,r-2_s-2,0,5.87334288982764,0.47713908126808635,0.7316409214883064
0,1.3631348718654568,2.5666734975543446,4,2,r-2_s-2,0,5.87334288982764,0.30978710003131577,0.9426107015727966
0,1.7595982292250087,1.4262177645648024,3,2,r-2_s-2,0,5.87334288982764,0.565085504141051,0.35502602040660186
0,1.7324252816969352,1.7796730047684073,2,2,r-2_s-2,0,5.87334288982764,0.5495223237042497,0.5764296422418412
0,1.2915054308736535,7.26911066980286,1,2,r-2_s-2,0,5.87334288982764,0.2558085386348537,1.9836339552872555
0,1.784799362208274,1.4643843317587641,0,2,r-2_s-2,0,5.87334288982764,0.579306006789794,0.3814349027794746
0,1.5422152267935503,2.719669379124313,20,3,r-3_s-3,0,5.87334288982764,0.43321984179137013,1.000510321127356
0,1.5195311281753505,2.7540141359913064,19,3,r-3_s-3,0,5.87334288982764,0.41840181896636064,1.0130595331877366
0,1.6244399078813196,3.276852120860538,18,3,r-3_s-3,0,5.87334288982764,0.48516308429559535,1.1868832423208315
0,1.6381773053607527,2.298069781891528,17,3,r-3_s-3,0,5.87334288982764,0.4935842246037916,0.8320695453238827
0,1.2947910886919016,6.72695500421098,16,3,r-3_s-3,0,5.87334288982764,0.25834936066435754,1.9061225901866967
0,1.2704839016941791,10.791043325115863,15,3,r-3_s-3,0,5.87334288982764,0.2393978528549717,2.378716468304114
0,1.729347138216758,2.495939484656217,14,3,r-3_s-3,0,5.87334288982764,0.547743960531842,0.9146652052838679
0,1.4800811596264787,5.072030715298378,13,3,r-3_s-3,0,5.87334288982764,0.39209692385795686,1.6237412729719465
0,1.3406163317804913,7.944685161651629,12,3,r-3_s-3,0,5.87334288982764,0.29312945730857964,2.072503171972742
0,1.6608173605495264,3.8426230587902563,11,3,r-3_s-3,0,5.87334288982764,0.5073098670595139,1.3461552216276929
0,1.0095517822152922,19.35731729079,10,3,r-3_s-3,0,5.87334288982764,0.0095064523688289,2.963070502556165
0,1.6227348941908322,2.459413923636937,9,3,r-3_s-3,0,5.87334288982764,0.48411293211648077,0.8999230791360273
0,1.482574778414672,2.6084256166463327,8,3,r-3_s-3,0,5.87334288982764,0.3937802913695381,0.9587468273161408
0,1.3088407854952877,4.706095785940989,7,3,r-3_s-3,0,5.87334288982764,0.26914184889248527,1.548858644101641
0,1.354743409186026,4.7961296357945855,6,3,r-3_s-3,0,5.87334288982764,0.3036120704853037,1.567809266782155
0,1.4091098790375671,4.582683819582188,5,3,r-3_s-3,0,5.87334288982764,0.34295821357900075,1.5222848133112044
0,1.4205834420500403,5.5989597377922005,4,3,r-3_s-3,0,5.87334288982764,0.35106766191040756,1.7225808193768362
0,1.4589409164905813,5.52884843964281,3,3,r-3_s-3,0,5.87334288982764,0.3777107728266179,1.7099795550869397
0,1.5223342106667765,3.9759258807350117,2,3,r-3_s-3,0,5.87334288982764,0.42024482184295703,1.380257646954325
0,1.7367481379561023,2.439955185228101,1,3,r-3_s-3,0,5.87334288982764,0.5520144784475419,0.8919796724266458
0,1.5316403993690066,4.279784472899137,0,3,r-3_s-3,0,5.87334288982764,0.42633931750543974,1.4539026515264921
0,1.161145295076061,8.457334021207975,44,4,r-4_s-4,0,5.87334288982764,0.14940684137659424,2.135033996438234
0,1.5125342429502608,2.67981615323953,43,4,r-4_s-4,0,5.87334288982764,0.4137865506336939,0.9857481926322207
0,1.479355466413587,3.2108154052544444,42,4,r-4_s-4,0,5.87334288982764,0.3916064972537502,1.1665249252127108
0,1.5821217763797046,3.031127139880351,41,4,r-4_s-4,0,5.87334288982764,0.4587668426027329,1.1089345437087537
0,2.0435343343403503,1.0864978269995593,40,4,r-4_s-4,0,5.87334288982764,0.7146808256135408,0.08295952071194168
0,1.3751223818150127,6.105309136430354,39,4,r-4_s-4,0,5.87334288982764,0.3185427321142013,1.8091587428786076
0,1.6646441674104537,2.7460977309683,38,4,r-4_s-4,0,5.87334288982764,0.509611387325478,1.0101808970140982
0,1.9535964129565797,2.1494412933447045,37,4,r-4_s-4,0,5.87334288982764,0.6696719882529306,0.7652079448085832
0,1.1665523537974765,8.39690607981171,36,4,r-4_s-4,0,5.87334288982764,0.15405269256735765,2.1278633141694456
0,1.2013726596218361,16.23940256749628,35,4,r-4_s-4,0,5.87334288982764,0.18346478607645572,2.787440546341101
0,1.6457048155879521,3.0579358467480366,34,4,r-4_s-4,0,5.87334288982764,0.4981687517788322,1.1177401284601398
0,1.3216117658098119,3.7986679487113086,33,4,r-4_s-4,0,5.87334288982764,0.2788520264460766,1.3346504654660847
0,1.2512673169184036,5.413436512799308,32,4,r-4_s-4,0,5.87334288982764,0.2241568912465535,1.6888841061299555
0,1.3522343904265672,4.0148845176498185,31,4,r-4_s-4,0,5.87334288982764,0.3017583282947997,1.3900085842577519
0,1.4748422057359782,3.949535357899434,30,4,r-4_s-4,0,5.87334288982764,0.3885510049070558,1.3735979410824366
0,1.5052392057261408,5.748318196126564,29,4,r-4_s-4,0,5.87334288982764,0.40895182625292825,1.748907324396247
0,1.1112345917588797,15.502463522041218,28,4,r-4_s-4,0,5.87334288982764,0.10547164206605003,2.740998948201954
0,1.2968060276413578,5.762450489881454,27,4,r-4_s-4,0,5.87334288982764,0.25990433951717423,1.7513628165082356
0,1.4142754760493228,8.364383779800873,26,4,r-4_s-4,0,5.87334288982764,0.34661736890198364,2.1239826652340494
0,1.566732511934369,3.2501521429546707,25,4,r-4_s-4,0,5.87334288982764,0.448992248058992,1.1787018084627634
0,1.6525347238023769,1.3864553429830995,24,4,r-4_s-4,0,5.87334288982764,0.5023103054139362,0.3267503771042888
0,1.6275314174405242,4.730457082344666,23,4,r-4_s-4,0,5.87334288982764,0.4870643990251865,1.5540218325801778
0,1.0926303038921823,10.1520280352958,22,4,r-4_s-4,0,5.87334288982764,0.08858791217254455,2.3176734919622333
0,1.0155342975144803,13.795132630095683,21,4,r-4_s-4,0,5.87334288982764,0.015414875485186557,2.6243158219829943
0,1.771214848399116,2.106760764419046,20,4,r-4_s-4,0,5.87334288982764,0.5716656661795962,0.7451515851477414
0,1.475585224717346,6.939730087939588,19,4,r-4_s-4,0,5.87334288982764,0.38905467362258234,1.9372628815346657
0,1.8903707595500825,1.62130887338596,18,4,r-4_s-4,0,5.87334288982764,0.6367729789070319,0.4832337695657312
0,1.6011757154506956,3.295013664328445,17,4,r-4_s-4,0,5.87334288982764,0.47073818155280556,1.1924103149347778
0,1.5237154624976583,3.2411237730555844,16,4,r-4_s-4,0,5.87334288982764,0.42115173543515677,1.1759201132035981
0,1.530990541172707,3.0654155798083753,15,4,r-4_s-4,0,5.87334288982764,0.4259149384544413,1.1201831490413325
0,1.2914972036527836,7.445733757158935,14,4,r-4_s-4,0,5.87334288982764,0.25580216835806036,2.0076412183190273
0,1.1093984548996376,8.3355935704719,13,4,r-4_s-4,0,5.87334288982764,0.103817935902889,2.120534727880931
0,1.6846112184698196,3.416789307595471,12,4,r-4_s-4,0,5.87334288982764,0.5215348063034154,1.2287013111780922
0,1.5968596308749698,3.9807196344794753,11,4,r-4_s-4,0,5.87334288982764,0.46803896986261906,1.3814626156349885
0,1.6745304709285327,3.032442855037948,10,4,r-4_s-4,0,5.87334288982764,0.5155328101176317,1.1093685174830645
0,1.5214535138075862,5.936125623371385,9,4,r-4_s-4,0,5.87334288982764,0.4196661370176744,1.7810566686080245
0,1.2857914960787469,7.218659962086859,8,4,r-4_s-4,0,5.87334288982764,0.25137447898351856,1.9766693348597768
0,1.4269537101808754,6.854492220836894,7,4,r-4_s-4,0,5.87334288982764,0.35554189941275943,1.9249042359944788
0,1.5844054318370873,4.180727109059513,6,4,r-4_s-4,0,5.87334288982764,0.4602092150840897,1.4304851809449672
0,1.3125352337515035,4.531525039686125,5,4,r-4_s-4,0,5.87334288982764,0.27196055988637785,1.5110585361922635
0,1.2502412586801448,6.325560597371469,4,4,r-4_s-4,0,5.87334288982764,0.22333653963488162,1.8445986626814899
0,1.3302129594830656,6.608836275053871,3,4,r-4_s-4,0,5.87334288982764,0.2853390493279169,1.8884075831528424
0,2.072842907886327,0.7706158172937404,2,4,r-4_s-4,0,5.87334288982764,0.7289210504984084,-0.260565321055055
0,1.9436418908258974,1.5813455870021766,1,4,r-4_s-4,0,5.87334288982764,0.6645634765309152,0.45827612194470524
0,1.269419135998954,3.2766634246236066,0,4,r-4_s-4,0,5.87334288982764,0.23855942261429078,1.1868256560571921
0,1.3236102072678704,10.116063040818656,26,5,r-5_s-5,0,5.87334288982764,0.280363008782238,2.314124560581367
0,1.0239423548497513,14.823039696781361,25,5,r-5_s-5,0,5.87334288982764,0.023660230940704397,2.6961827065812543
0,1.7558381937160847,2.0711833965901776,24,5,r-5_s-5,0,5.87334288982764,0.5629463461587234,0.7281201330992755
0,1.3341605861291463,5.87800064002106,23,5,r-5_s-5,0,5.87334288982764,0.2883023196555688,1.7712166768808741
0,1.686543009476511,2.113521322974736,22,5,r-5_s-5,0,5.87334288982764,0.5226808774040043,0.7483554299138362
0,1.516898645596339,3.185643462721629,21,5,r-5_s-5,0,5.87334288982764,0.41666788573905367,1.1586542977309653
0,1.6500086279721642,3.425105964906002,20,5,r-5_s-5,0,5.87334288982764,0.5007805169728566,1.2311324098942849
0,1.9858461747106335,1.3004179601422154,19,5,r-5_s-5,0,5.87334288982764,0.6860451077947181,0.2626857205966371
0,1.6269816882071784,1.8143781043551168,18,5,r-5_s-5,0,5.87334288982764,0.48672657323021884,0.5957427667729673
0,1.6055102487095712,3.2476450664729,17,5,r-5_s-5,0,5.87334288982764,0.47344161802725715,1.1779301387644412
0,1.4529476635974623,3.8479023868046633,16,5,r-5_s-5,0,5.87334288982764,0.3735943643919125,1.3475281652272004
0,1.1419472058962212,6.179230889446665,15,5,r-5_s-5,0,5.87334288982764,0.13273488065226047,1.821193812179016
0,1.449549160227062,2.4393301655072013,14,5,r-5_s-5,0,5.87334288982764,0.3712525841042637,0.8917234792838429
0,1.2202744428743941,6.9392280970577325,13,5,r-5_s-5,0,5.87334288982764,0.1990757866227263,1.9371905431249117
0,1.650210305379176,3.277238937926165,12,5,r-5_s-5,0,5.87334288982764,0.5009027375959945,1.1870012806766026
0,1.944789450808319,0.9472760035669365,11,5,r-5_s-5,0,5.87334288982764,0.6651537196983593,-0.05416477781921703
0,1.6536623894459344,2.682718047986384,10,5,r-5_s-5,0,5.87334288982764,0.5029924581402616,0.9868304775822914
0,1.1685750786097455,9.978958198242161,9,5,r-5_s-5,0,5.87334288982764,0.15578512505913644,2.3004786959207753
