user_id,cohort,transaction_date,amount
0,2020-01-01,2020-01-01,4.151455428162938
0,2020-01-01,2020-01-16,3.220578619601962
0,2020-01-01,2020-01-21,3.1684245049756505
0,2020-01-01,2020-01-25,2.215236849765652
0,2020-01-01,2020-01-29,5.84417337960291
0,2020-01-01,2020-12-24,3.769986958592686
0,2020-01-01,2021-01-13,3.3741666701018893
0,2020-01-01,2021-01-27,2.5525675651674375
0,2020-01-01,2021-02-18,1.954533639154845
0,2020-01-01,2021-08-28,5.746663929725099
0,2020-01-01,2021-09-06,5.370844370078675
0,2020-01-01,2021-09-19,3.120190774210227
0,2020-01-01,2021-10-27,4.311906560483975
0,2020-01-01,2022-01-29,2.5026458310993265
0,2020-01-01,2022-02-16,4.573869826112125
0,2020-01-01,2022-05-16,2.8716688330755162
0,2020-01-01,2022-07-03,6.177818706201763
0,2020-01-01,2022-09-15,2.188639577227721
0,2020-01-01,2022-09-17,5.281950923240027
0,2020-01-01,2022-10-06,4.917306817256018
0,2020-01-01,2022-10-28,4.750128452293781
0,2020-01-01,2022-10-28,1.4456059492000635
0,2020-01-01,2022-12-27,5.5681581803588704
1,2020-01-01,2020-01-16,3.214888194723532
1,2020-01-01,2020-08-25,3.9482523402954315
2,2020-01-01,2020-01-03,2.5858076605822617
2,2020-01-01,2020-01-19,2.643649508965283
2,2020-01-01,2020-01-21,1.9732501155230884
3,2020-01-01,2020-02-15,4.121796084108629
3,2020-01-01,2020-09-24,1.2980337401535995
3,2020-01-01,2020-10-03,3.1501889958326954
3,2020-01-01,2021-01-17,1.0571454089142152
3,2020-01-01,2021-01-25,2.5991044574308777
3,2020-01-01,2021-03-23,1.1076452810871023
3,2020-01-01,2021-08-21,2.979734337271263
3,2020-01-01,2021-11-05,3.277473162995146
3,2020-01-01,2021-12-14,1.9074961444380212
4,2020-01-01,2020-01-22,2.2674068469710424
4,2020-01-01,2020-01-23,0.8858635901048774
5,2020-01-01,2020-01-13,7.4581802592650135
5,2020-01-01,2020-01-24,2.518292598945734
5,2020-01-01,2020-02-05,4.752252706842218
5,2020-01-01,2020-02-15,7.066820065685469
5,2020-01-01,2020-03-12,3.565094571287015
5,2020-01-01,2020-03-25,8.828655520988198
5,2020-01-01,2020-09-06,1.940940158176931
5,2020-01-01,2020-10-09,4.642987768924916
5,2020-01-01,2020-11-29,4.303613740725264
5,2020-01-01,2020-12-10,4.597795064137867
5,2020-01-01,2020-12-25,3.607937745107394
5,2020-01-01,2020-12-27,4.005858948068022
5,2020-01-01,2020-12-28,1.6772829975818406
5,2020-01-01,2021-07-19,1.1620453447987413
5,2020-01-01,2021-09-07,3.364583506268994
5,2020-01-01,2021-09-10,4.970021773667565
5,2020-01-01,2021-12-26,9.450596561199296
5,2020-01-01,2021-12-29,6.659196756536008
5,2020-01-01,2022-01-12,3.812123640676116
5,2020-01-01,2022-01-27,3.4705243233068797
5,2020-01-01,2022-02-12,8.703888582760998
5,2020-01-01,2022-02-22,3.7073232272885424
5,2020-01-01,2022-02-22,7.689802954014559
5,2020-01-01,2022-02-23,3.1028100034928046
5,2020-01-01,2022-09-01,2.1693779249236234
5,2020-01-01,2022-09-14,0.6905929531217555
5,2020-01-01,2022-10-15,3.847356573293543
5,2020-01-01,2022-11-04,7.396189372388362
6,2020-01-01,2020-01-04,0.4677364027151221
6,2020-01-01,2020-01-09,1.3938250631367783
6,2020-01-01,2020-01-12,2.224983649232088
6,2020-01-01,2020-01-13,0.8314613459704459
6,2020-01-01,2020-01-18,0.6415721057079737
6,2020-01-01,2020-01-23,1.3520504395477992
6,2020-01-01,2020-01-28,2.6921353877667036
7,2020-01-01,2020-05-19,1.1426385706059818
8,2020-01-01,2020-01-14,2.8898137721785764
8,2020-01-01,2020-02-10,2.006050551115852
8,2020-01-01,2021-01-08,2.279213068124156
8,2020-01-01,2022-01-26,3.4606329999773124
8,2020-01-01,2022-08-01,4.018661595167828
8,2020-01-01,2022-12-05,1.5259994587879016
9,2020-01-01,2020-09-03,3.2413232591074825
9,2020-01-01,2020-10-04,4.376006642709941
9,2020-01-01,2020-10-12,4.775233474352378
9,2020-01-01,2020-12-12,2.503148810666525
9,2020-01-01,2020-12-18,5.037630495920122
9,2020-01-01,2020-12-18,2.3517822348926556
9,2020-01-01,2021-01-01,5.581210736054863
9,2020-01-01,2021-01-19,3.8575735373449653
9,2020-01-01,2021-01-26,6.389401293603601
9,2020-01-01,2021-09-22,7.078900237691694
9,2020-01-01,2021-10-16,4.101559412150683
9,2020-01-01,2021-11-05,3.555358294005185
9,2020-01-01,2021-12-04,3.7390234643705944
9,2020-01-01,2021-12-14,1.7953036636022315
9,2020-01-01,2021-12-30,1.699929905475997
9,2020-01-01,2022-01-23,3.9449548353019233
9,2020-01-01,2022-01-30,2.193730033408217
9,2020-01-01,2022-02-06,2.005237004670064
9,2020-01-01,2022-05-03,1.3858643647259767
9,2020-01-01,2022-11-06,2.036935881172606
9,2020-01-01,2022-11-12,2.11463387510408
10,2020-01-01,2021-02-28,0.2584891520901041
11,2020-01-01,2020-01-04,1.5049848419955478
11,2020-01-01,2020-01-06,0.7778651679896557
11,2020-01-01,2020-01-29,1.4515670006711738
11,2020-01-01,2020-02-08,0.6724905839853755
11,2020-01-01,2020-02-22,1.8601336013162946
11,2020-01-01,2020-02-22,2.35488556333173
11,2020-01-01,2020-02-26,1.8381750083596535
11,2020-01-01,2020-08-02,1.8837075875802163
11,2020-01-01,2020-08-16,0.8925447859413997
11,2020-01-01,2020-09-03,2.5821034282117696
11,2020-01-01,2020-09-14,0.6013897292592016
11,2020-01-01,2020-10-13,0.6794748131341737
11,2020-01-01,2020-10-30,0.6485079808830807
11,2020-01-01,2020-11-26,1.34731689810007
11,2020-01-01,2020-12-02,2.7327086286374813
11,2020-01-01,2020-12-17,0.8427814928606677
11,2020-01-01,2020-12-20,1.6168269083941544
11,2020-01-01,2020-12-27,0.3616060530898559
11,2020-01-01,2020-12-27,1.9067862896212264
11,2020-01-01,2020-12-29,2.215967120020056
11,2020-01-01,2021-01-03,0.6437169370531234
11,2020-01-01,2021-02-14,2.8322679029987885
11,2020-01-01,2021-02-14,1.360728594542839
11,2020-01-01,2021-02-15,1.886882220857117
11,2020-01-01,2021-02-16,1.0060591292754488
11,2020-01-01,2021-02-18,2.6074748384510036
11,2020-01-01,2021-02-21,0.8683383330517468
11,2020-01-01,2021-02-23,0.856100453736819
11,2020-01-01,2021-03-21,2.4173238314921943
11,2020-01-01,2021-05-30,1.0181266202820982
11,2020-01-01,2021-08-01,0.9060902844335373
11,2020-01-01,2021-08-04,3.2796143680404395
11,2020-01-01,2021-09-08,1.4085601150777307
11,2020-01-01,2021-09-12,0.7084893336205725
11,2020-01-01,2021-09-16,0.6792520299677298
11,2020-01-01,2021-09-19,1.1068852756680772
11,2020-01-01,2021-09-28,1.9264710578991524
11,2020-01-01,2021-10-04,2.2861159176017525
11,2020-01-01,2021-10-14,1.5823776135099625
11,2020-01-01,2021-11-06,2.403669979869416
11,2020-01-01,2021-11-09,0.3033064643932534
11,2020-01-01,2021-11-18,1.361637874099861
11,2020-01-01,2021-12-02,1.7055092157337601
11,2020-01-01,2021-12-09,1.9915228658495623
11,2020-01-01,2021-12-09,4.8231783930634045
11,2020-01-01,2022-01-05,0.7130000466850267
11,2020-01-01,2022-01-07,1.4802803610841082
11,2020-01-01,2022-01-08,2.0545274285558306
11,2020-01-01,2022-01-08,0.7183686873027423
11,2020-01-01,2022-01-09,0.5121644303224013
11,2020-01-01,2022-01-16,1.9192772848423978
11,2020-01-01,2022-01-19,2.6642298753367584
11,2020-01-01,2022-01-20,1.738175991819882
11,2020-01-01,2022-01-24,0.4051574194859945
11,2020-01-01,2022-01-28,1.3016818396564687
11,2020-01-01,2022-02-10,1.5580655198408249
11,2020-01-01,2022-02-10,2.1626494536700425
11,2020-01-01,2022-02-14,1.3984456094758282
11,2020-01-01,2022-03-03,0.8918597368857368
11,2020-01-01,2022-03-15,1.8425727751359513
11,2020-01-01,2022-05-25,2.9473703143798677
11,2020-01-01,2022-06-05,2.100644735268521
11,2020-01-01,2022-09-25,2.486443207501854
11,2020-01-01,2022-10-06,2.086553148487156
11,2020-01-01,2022-10-09,0.9645648744744043
11,2020-01-01,2022-11-17,1.3034005498716583
11,2020-01-01,2022-11-25,1.8681985901750773
11,2020-01-01,2022-12-03,1.0674338841931088
11,2020-01-01,2022-12-17,0.7142603008743867
12,2020-01-01,2020-01-19,7.3475416133310825
12,2020-01-01,2020-02-14,7.878989034661941
12,2020-01-01,2020-05-12,5.203025315975302
12,2020-01-01,2020-05-14,6.710588180232026
12,2020-01-01,2020-05-14,6.770577019494229
13,2020-01-01,2020-05-15,0.22085864009535267
13,2020-01-01,2020-09-18,0.1815242816923696
13,2020-01-01,2021-01-28,0.12575739253269103
13,2020-01-01,2021-02-25,0.3083686084096535
13,2020-01-01,2021-08-14,0.15829876221094857
13,2020-01-01,2021-10-03,0.15541490446470152
13,2020-01-01,2021-10-21,0.23020404192565522
13,2020-01-01,2021-12-18,0.2235561230518218
13,2020-01-01,2022-01-12,0.10861529608991757
13,2020-01-01,2022-01-13,0.1132888560828695
13,2020-01-01,2022-01-20,0.0973507816736105
13,2020-01-01,2022-05-08,0.19939462877859324
13,2020-01-01,2022-05-12,0.18724718663024917
13,2020-01-01,2022-08-16,0.19706873869219313
14,2020-01-01,2020-07-20,1.9259384652875988
14,2020-01-01,2021-02-01,1.3524816645809346
14,2020-01-01,2021-02-19,0.7436312976206456
14,2020-01-01,2021-12-14,1.0790211743187923
14,2020-01-01,2022-10-01,2.5361089772361134
14,2020-01-01,2022-12-25,2.300522666003822
15,2020-01-01,2020-01-30,2.7965330097781114
15,2020-01-01,2020-01-31,1.188446301946314
15,2020-01-01,2020-02-07,0.7990359595470722
15,2020-01-01,2020-02-13,1.0279621663697533
15,2020-01-01,2020-02-26,1.2127272937461884
15,2020-01-01,2020-02-29,1.3254510245080586
15,2020-01-01,2020-02-29,1.0832843012463071
15,2020-01-01,2020-03-13,1.6400979525275532
15,2020-01-01,2020-04-19,1.1309864378622327
15,2020-01-01,2020-05-20,1.4645927544682076
15,2020-01-01,2020-09-16,0.3133394573296032
15,2020-01-01,2020-11-18,1.0198925794167453
15,2020-01-01,2020-12-24,1.29717649254448
15,2020-01-01,2021-05-12,1.478960904047205
15,2020-01-01,2021-08-25,1.9210084531637266
15,2020-01-01,2021-09-13,2.1546740712311645
15,2020-01-01,2021-10-05,0.6805584270618137
15,2020-01-01,2021-10-05,1.4939934865358806
15,2020-01-01,2021-10-07,0.7351715801791386
15,2020-01-01,2021-10-16,0.7458448703133499
15,2020-01-01,2021-10-22,0.9697052624835945
15,2020-01-01,2021-11-11,1.9155688664445703
15,2020-01-01,2021-11-11,0.5517360626970448
15,2020-01-01,2021-11-12,1.2226915883300318
15,2020-01-01,2021-11-20,0.9058623398014595
15,2020-01-01,2021-12-13,0.3340773577098048
15,2020-01-01,2021-12-28,1.0854436813492017
15,2020-01-01,2022-02-14,0.5440562231566308
15,2020-01-01,2022-03-24,0.5567986900096128
15,2020-01-01,2022-09-10,1.0765830833589844
15,2020-01-01,2022-09-12,0.4156579186004848
15,2020-01-01,2022-10-09,1.6508152525831992
15,2020-01-01,2022-12-05,0.6624961867250669
15,2020-01-01,2022-12-14,0.4444557992119205
15,2020-01-01,2022-12-15,1.4969787865846387
15,2020-01-01,2022-12-20,0.5554449141561173
16,2020-01-01,2020-01-03,4.36499169679694
16,2020-01-01,2020-01-12,6.815195350132402
16,2020-01-01,2020-01-15,2.3474994734399464
16,2020-01-01,2020-01-18,4.57607624550397
16,2020-01-01,2020-01-25,3.1326633883826873
16,2020-01-01,2020-02-27,4.5880586905904615
16,2020-01-01,2020-08-08,2.3170808244764514
16,2020-01-01,2020-08-14,4.557026441525781
16,2020-01-01,2020-09-17,2.508423316071895
16,2020-01-01,2020-09-17,2.3136966161345853
16,2020-01-01,2020-09-30,2.5764978904170195
16,2020-01-01,2020-10-07,5.535197866910656
16,2020-01-01,2020-10-15,2.3957621907456628
16,2020-01-01,2020-10-28,3.0571637822593623
16,2020-01-01,2020-11-23,1.3615779182828103
16,2020-01-01,2020-12-16,2.050936672006485
16,2020-01-01,2020-12-29,1.4216011644624433
16,2020-01-01,2021-01-16,3.042396471387623
16,2020-01-01,2021-01-24,1.9467528724709062
16,2020-01-01,2021-02-11,1.4760694668781302
16,2020-01-01,2021-03-20,2.7410717979192505
16,2020-01-01,2021-04-19,3.225188248895892
16,2020-01-01,2021-05-23,4.257944702526748
16,2020-01-01,2021-05-31,3.8357324263639336
16,2020-01-01,2021-08-25,1.7129415596178021
16,2020-01-01,2021-09-23,3.2977418592460253
16,2020-01-01,2021-09-27,4.646703875698019
16,2020-01-01,2021-10-13,2.501216083367337
16,2020-01-01,2021-11-20,1.8241585604353978
16,2020-01-01,2021-12-13,3.8427597786882464
16,2020-01-01,2021-12-15,2.6698319882985477
16,2020-01-01,2022-01-20,4.872437804630917
16,2020-01-01,2022-01-23,1.933172443085078
16,2020-01-01,2022-01-24,3.319533104751394
16,2020-01-01,2022-07-03,3.959923685805368
16,2020-01-01,2022-08-18,2.8182224078554996
16,2020-01-01,2022-10-20,2.40977420995756
16,2020-01-01,2022-10-26,3.524263791702201
16,2020-01-01,2022-10-27,2.938061345698792
16,2020-01-01,2022-10-29,1.702444602349951
16,2020-01-01,2022-11-17,3.383072658046752
17,2020-02-01,2020-02-27,0.7528557945239095
17,2020-02-01,2020-02-28,0.30900429936397944
17,2020-02-01,2020-04-08,0.5727420477886778
17,2020-02-01,2020-05-06,0.09828830649526672
17,2020-02-01,2020-09-06,0.6662442243201302
17,2020-02-01,2020-11-07,0.19396883002869725
17,2020-02-01,2020-11-14,0.6053974658373932
17,2020-02-01,2020-11-27,0.24065936892829107
17,2020-02-01,2021-01-04,0.3332346207857452
17,2020-02-01,2021-02-02,0.39260559141678536
17,2020-02-01,2021-09-21,0.3909927309605968
