user_id,cohort,transaction_date,amount
0,2020-01-01,2020-02-21,0.6075115430697312
0,2020-01-01,2020-03-03,2.292024617143872
2,2020-01-01,2020-02-29,1.929877454610357
2,2020-01-01,2020-07-14,3.526655397241711
2,2020-01-01,2020-10-04,4.980167611490532
2,2020-01-01,2020-12-09,8.942888416870636
2,2020-01-01,2021-03-09,3.849486245123319
2,2020-01-01,2021-04-30,6.3849808145960925
2,2020-01-01,2021-09-02,4.342975355269288
2,2020-01-01,2022-02-10,3.6328333784289906
2,2020-01-01,2022-08-16,7.7770267245232025
2,2020-01-01,2022-08-28,4.101223744623756
2,2020-01-01,2022-09-07,3.9304801035188914
3,2020-01-01,2020-03-02,3.4671081343517773
3,2020-01-01,2020-03-30,2.1075620845741043
3,2020-01-01,2020-05-09,2.534731197967945
3,2020-01-01,2020-08-02,1.1181723024620216
3,2020-01-01,2020-10-04,4.639499412753557
3,2020-01-01,2020-11-21,2.1242750515573183
3,2020-01-01,2020-12-06,4.32894221300892
3,2020-01-01,2020-12-14,5.4176835955620755
3,2020-01-01,2021-01-14,4.5901486020653675
3,2020-01-01,2021-01-21,2.5901847789681605
3,2020-01-01,2021-03-04,4.836462543355476
3,2020-01-01,2021-05-08,2.0271631674111887
3,2020-01-01,2021-06-18,4.572516487155444
3,2020-01-01,2021-06-30,2.9100318291302614
3,2020-01-01,2021-07-25,3.758024566677685
3,2020-01-01,2021-09-09,6.3071905464475355
3,2020-01-01,2021-09-28,1.1822494760176565
3,2020-01-01,2021-10-13,2.733262299592137
3,2020-01-01,2021-12-06,3.415497213783885
3,2020-01-01,2021-12-12,2.677653218964903
3,2020-01-01,2022-01-30,1.6290231348811024
3,2020-01-01,2022-03-19,8.168657596732887
3,2020-01-01,2022-04-06,4.403868480964824
3,2020-01-01,2022-04-11,1.7881592166447022
3,2020-01-01,2022-05-18,2.7581122913098173
3,2020-01-01,2022-06-11,3.8193691836271966
3,2020-01-01,2022-08-02,0.980750994740226
3,2020-01-01,2022-08-02,4.364326494843839
3,2020-01-01,2022-09-07,4.042086971530965
3,2020-01-01,2022-11-20,5.047403465215796
4,2020-01-01,2020-02-03,5.3231738047753145
4,2020-01-01,2020-02-07,6.213983264537185
4,2020-01-01,2020-02-18,2.9532219310516914
4,2020-01-01,2020-03-16,3.254975119970995
4,2020-01-01,2020-04-08,4.8635127576414146
4,2020-01-01,2020-04-11,10.814589422072544
4,2020-01-01,2020-04-15,4.773032372665951
4,2020-01-01,2020-05-05,3.3411083949671547
4,2020-01-01,2020-05-06,3.87798313105159
4,2020-01-01,2020-05-08,5.612428176238365
4,2020-01-01,2020-05-20,3.4558993564877905
4,2020-01-01,2020-05-22,2.051465917349901
4,2020-01-01,2020-05-28,3.0527417229582827
5,2020-01-01,2020-07-05,0.4048708307948177
5,2020-01-01,2020-09-12,1.0886293040140254
5,2020-01-01,2021-08-03,0.957166188564097
6,2020-01-01,2020-02-21,1.4624688901773681
6,2020-01-01,2020-05-19,4.629425036692444
6,2020-01-01,2020-06-15,7.287242137880798
6,2020-01-01,2020-08-05,1.967152491377658
